qseqid	sseqid	qlen	slen	length	pident	qcovhsp	evalue	bitscore	max_bitscore	norm_bitscore
Unknown_BF302-01R0001_01171	ere:EUBREC_1499	78	78	78	98.7	100	1.07e-43	140	150.6	0.93
Unknown_BF302-01R0001_01171	anr:Ana3638_16580	78	77	77	80.5	98.7	1.48e-34	117	149.1	0.785
Unknown_BF302-01R0001_01171	rho:RHOM_09845	78	77	76	78.9	97.4	1.22e-33	115	149.1	0.771
Unknown_BF302-01R0001_01171	hsd:SD1D_1103	78	76	76	78.9	97.4	1.68e-33	114	148.3	0.769
Unknown_BF302-01R0001_01171	cbol:CGC65_15545	78	76	76	78.9	97.4	1.68e-33	114	147.5	0.773
Unknown_BF302-01R0001_01171	cpy:Cphy_2446	78	76	75	80.0	96.2	3.39e-33	114	147.9	0.771
Unknown_BF302-01R0001_01171	bprs:CK3_27500	78	76	76	77.6	97.4	6.84e-33	113	147.9	0.764
Unknown_BF302-01R0001_01172	ere:EUBREC_1498	338	338	338	99.4	100	1.40e-234	644	653.7	0.985
Unknown_BF302-01R0001_01172	rho:RHOM_09850	338	346	330	82.4	97.6	6.98e-191	534	663.7	0.805
Unknown_BF302-01R0001_01174	ere:EUBREC_1496	59	59	59	100	100	5.31e-40	129	131.0	0.985
Unknown_BF302-01R0001_01174	rho:RHOM_09870	59	59	59	96.6	100	8.85e-39	126	131.0	0.962
Unknown_BF302-01R0001_01174	coo:CCU_26840	59	60	56	94.6	94.9	5.96e-35	117	129.0	0.907
Unknown_BF302-01R0001_01174	pxv:FXF36_11950	59	59	59	89.8	100	8.26e-35	116	129.0	0.899
Unknown_BF302-01R0001_01174	csh:Closa_1896	59	59	56	94.6	94.9	2.37e-34	115	128.3	0.896
Unknown_BF302-01R0001_01174	rto:RTO_17700	59	59	59	88.1	100	3.37e-34	115	128.3	0.896
Unknown_BF302-01R0001_01174	rob:CK5_24970	59	60	56	91.1	94.9	1.41e-33	113	130.6	0.865
Unknown_BF302-01R0001_01174	ehl:EHLA_1197	59	59	59	86.4	100	1.37e-33	113	128.6	0.879
Unknown_BF302-01R0001_01174	bprl:CL2_07920	59	61	56	89.3	94.9	2.92e-33	112	132.9	0.843
Unknown_BF302-01R0001_01174	anr:Ana3638_18295	59	60	58	86.2	98.3	1.65e-32	110	130.6	0.842
Unknown_BF302-01R0001_01174	hsd:SD1D_1645	59	59	56	87.5	94.9	4.62e-32	109	127.5	0.855
Unknown_BF302-01R0001_01174	cbol:CGC65_15630	59	60	56	87.5	94.9	4.74e-32	109	129.4	0.842
Unknown_BF302-01R0001_01174	lua:D4A81_02650	59	59	59	81.4	100	6.57e-32	109	129.0	0.845
Unknown_BF302-01R0001_01174	bprs:CK3_27380	59	60	56	85.7	94.9	1.12e-30	106	129.0	0.822
Unknown_BF302-01R0001_01174	cpy:Cphy_1329	59	61	55	85.5	93.2	4.70e-30	104	133.3	0.78
Unknown_BF302-01R0001_01175	ere:EUBREC_1495	173	173	173	100	100	8.85e-124	350	354.8	0.986
Unknown_BF302-01R0001_01176	ere:EUBREC_1494	397	397	397	99.7	100	2.01e-282	770	781.2	0.986
Unknown_BF302-01R0001_01176	rho:RHOM_09880	397	397	396	82.8	99.7	8.78e-238	657	780.4	0.842
Unknown_BF302-01R0001_01179	ere:EUBREC_1492	370	370	370	99.7	100	1.94e-264	722	731.5	0.987
Unknown_BF302-01R0001_01180	ere:EUBREC_1491	206	206	206	95.6	100	1.28e-130	370	417.2	0.887
Unknown_BF302-01R0001_01181	ere:EUBREC_1490	246	246	246	99.6	100	9.02e-169	470	474.6	0.99
Unknown_BF302-01R0001_01181	rho:RHOM_05435	246	246	246	80.1	100	1.28e-136	389	480.3	0.81
Unknown_BF302-01R0001_01182	ere:EUBREC_1489	504	508	504	99.2	100	0.0	937	981.9	0.954
Unknown_BF302-01R0001_01183	ere:EUBREC_1488	358	358	358	99.7	100	7.35e-247	677	706.8	0.958
Unknown_BF302-01R0001_01183	pxv:FXF36_01400	358	357	354	86.7	98.9	1.57e-211	587	694.9	0.845
Unknown_BF302-01R0001_01183	eel:EUBELI_01442	358	357	357	80.7	99.7	4.14e-200	558	703.4	0.793
Unknown_BF302-01R0001_01183	rho:RHOM_09575	358	358	355	82.3	98.9	1.23e-199	557	704.5	0.791
Unknown_BF302-01R0001_01184	ere:EUBREC_1487	283	283	283	98.6	100	1.30e-200	553	565.8	0.977
Unknown_BF302-01R0001_01186	ere:EUBREC_1485	66	81	66	100	100	3.60e-46	146	176.4	0.828
Unknown_BF302-01R0001_01186	rto:RTO_17860	66	66	66	87.9	100	7.36e-41	132	146.7	0.9
Unknown_BF302-01R0001_01186	pxv:FXF36_01415	66	68	65	89.2	98.5	1.11e-40	132	149.4	0.884
Unknown_BF302-01R0001_01186	rob:CK5_16790	66	67	65	89.2	98.5	1.53e-40	131	148.7	0.881
Unknown_BF302-01R0001_01186	rho:RHOM_09590	66	68	65	89.2	98.5	2.23e-40	131	150.2	0.872
Unknown_BF302-01R0001_01186	cct:CC1_01360	66	68	66	84.8	100	4.35e-38	125	148.3	0.843
Unknown_BF302-01R0001_01186	eel:EUBELI_01445	66	68	65	84.6	98.5	4.35e-38	125	149.8	0.834
Unknown_BF302-01R0001_01186	lua:D4A81_07455	66	68	65	83.1	98.5	6.18e-38	125	148.3	0.843
Unknown_BF302-01R0001_01186	bprl:CL2_27090	66	66	66	81.8	100	4.83e-37	122	145.2	0.84
Unknown_BF302-01R0001_01186	cbol:CGC65_03315	66	68	65	80.0	98.5	5.97e-36	120	148.7	0.807
Unknown_BF302-01R0001_01186	bprs:CK3_03310	66	69	66	80.3	100	6.13e-36	120	150.6	0.797
Unknown_BF302-01R0001_01186	ehl:EHLA_0362	66	68	65	81.5	98.5	8.48e-36	119	149.4	0.797
Unknown_BF302-01R0001_01186	bpb:bpr_I1823	66	68	65	80.0	98.5	1.20e-35	119	149.1	0.798
Unknown_BF302-01R0001_01186	csh:Closa_0429	66	69	66	77.3	100	2.50e-35	118	149.4	0.79
Unknown_BF302-01R0001_01187	ere:EUBREC_1484	446	446	446	98.9	100	2.50e-310	845	869.0	0.972
Unknown_BF302-01R0001_01188	ere:EUBREC_1483	382	382	382	99.2	100	1.23e-273	746	756.5	0.986
Unknown_BF302-01R0001_01188	rho:RHOM_09600	382	389	378	91.3	99.0	7.81e-249	684	768.8	0.89
Unknown_BF302-01R0001_01188	rto:RTO_17840	382	382	382	84.6	100	9.39e-230	635	750.0	0.847
Unknown_BF302-01R0001_01188	eel:EUBELI_01448	382	384	382	81.9	100	3.07e-224	622	753.1	0.826
Unknown_BF302-01R0001_01188	anr:Ana3638_02990	382	383	382	80.4	100	3.44e-223	619	754.2	0.821
Unknown_BF302-01R0001_01188	cpy:Cphy_0409	382	383	382	80.6	100	1.40e-222	617	756.9	0.815
Unknown_BF302-01R0001_01188	cbol:CGC65_12995	382	384	382	81.2	100	8.39e-222	615	750.4	0.82
Unknown_BF302-01R0001_01188	csh:Closa_2356	382	384	382	79.3	100	1.14e-219	610	749.2	0.814
Unknown_BF302-01R0001_01189	ere:EUBREC_1482	302	302	302	97.7	100	3.38e-217	597	612.8	0.974
Unknown_BF302-01R0001_01192	ere:EUBREC_1479	294	294	294	97.3	100	3.88e-203	561	576.6	0.973
Unknown_BF302-01R0001_01193	ere:EUBREC_1478	490	495	490	98.8	100	0.0	963	991.5	0.971
Unknown_BF302-01R0001_01194	ere:EUBREC_1477	285	285	285	98.6	100	1.18e-213	587	590.5	0.994
Unknown_BF302-01R0001_01194	pxv:FXF36_03795	285	277	284	82.0	99.6	1.03e-171	480	574.7	0.835
Unknown_BF302-01R0001_01196	ere:EUBREC_1475	549	549	549	99.3	100	0.0	1053	1070.8	0.983
Unknown_BF302-01R0001_01198	ere:EUBREC_1472	1185	1185	1185	99.8	100	0.0	2359	2395.2	0.985
Unknown_BF302-01R0001_01198	eel:EUBELI_00741	1185	1186	1185	86.2	99.7	0.0	2037	2404.0	0.847
Unknown_BF302-01R0001_01198	rho:RHOM_04835	1185	1181	1183	85.8	99.7	0.0	2033	2380.1	0.854
Unknown_BF302-01R0001_01198	ehl:EHLA_0273	1185	1185	1185	84.7	99.7	0.0	2021	2392.5	0.845
Unknown_BF302-01R0001_01198	euc:EC1_01630	1185	1181	1182	83.5	99.7	0.0	1985	2401.7	0.826
Unknown_BF302-01R0001_01198	ccel:CCDG5_0619	1185	1181	1183	82.4	99.7	0.0	1968	2384.0	0.826
Unknown_BF302-01R0001_01198	pxv:FXF36_05870	1185	1177	1184	82.9	99.8	0.0	1955	2377.4	0.822
Unknown_BF302-01R0001_01198	cce:Ccel_0016	1185	1183	1185	81.1	99.7	0.0	1924	2378.6	0.809
Unknown_BF302-01R0001_01201	ere:EUBREC_1469	225	225	225	98.7	100	4.38e-170	471	478.4	0.985
Unknown_BF302-01R0001_01201	rho:RHOM_11255	225	225	225	83.6	100	1.61e-147	414	474.6	0.872
Unknown_BF302-01R0001_01201	cpy:Cphy_2839	225	225	225	78.7	100	1.30e-137	389	472.2	0.824
Unknown_BF302-01R0001_01201	eel:EUBELI_00887	225	226	225	78.7	100	2.23e-136	386	483.8	0.798
Unknown_BF302-01R0001_01201	bpb:bpr_I1242	225	226	225	76.4	100	7.13e-133	377	480.3	0.785
Unknown_BF302-01R0001_01202	ere:EUBREC_1468	253	253	253	99.2	100	6.65e-179	496	499.6	0.993
Unknown_BF302-01R0001_01202	rho:RHOM_11260	253	253	253	87.4	100	7.52e-160	448	497.3	0.901
Unknown_BF302-01R0001_01202	bprl:CL2_08190	253	253	253	84.2	100	3.81e-153	431	500.0	0.862
Unknown_BF302-01R0001_01202	ehl:EHLA_1174	253	252	252	83.7	99.6	5.21e-153	431	495.0	0.871
Unknown_BF302-01R0001_01202	csh:Closa_3374	253	253	252	85.3	99.6	7.68e-153	430	498.8	0.862
Unknown_BF302-01R0001_01202	cbol:CGC65_21295	253	253	252	84.1	99.6	7.68e-153	430	504.2	0.853
Unknown_BF302-01R0001_01202	coo:CCU_25200	253	253	252	82.5	99.6	2.56e-151	426	504.6	0.844
Unknown_BF302-01R0001_01202	anr:Ana3638_18490	253	252	252	79.8	99.6	4.09e-150	423	496.9	0.851
Unknown_BF302-01R0001_01202	pxv:FXF36_12845	253	253	252	80.6	99.6	5.76e-148	418	497.7	0.84
Unknown_BF302-01R0001_01202	rto:RTO_22330	253	253	252	82.1	99.6	8.18e-148	417	495.4	0.842
Unknown_BF302-01R0001_01202	rob:CK5_23490	253	252	253	79.8	100	1.69e-142	404	498.8	0.81
Unknown_BF302-01R0001_01202	cpy:Cphy_2840	253	258	252	79.0	99.6	2.98e-142	404	513.1	0.787
Unknown_BF302-01R0001_01202	eel:EUBELI_00886	253	252	252	78.6	99.6	2.40e-142	404	501.5	0.806
Unknown_BF302-01R0001_01203	ere:EUBREC_1467	204	204	204	99.0	100	2.55e-145	407	412.1	0.988
Unknown_BF302-01R0001_01204	ere:EUBREC_1463	491	491	491	99.0	100	0.0	935	964.9	0.969
Unknown_BF302-01R0001_01205	rho:RHOM_11290	226	228	225	76.9	99.6	6.64e-125	357	450.3	0.793
Unknown_BF302-01R0001_01205	cct:CC1_16950	226	226	225	72.4	99.6	3.79e-119	343	447.2	0.767
Unknown_BF302-01R0001_01205	rob:CK5_23460	226	227	225	74.2	99.6	5.58e-119	342	453.4	0.754
Unknown_BF302-01R0001_01205	rto:RTO_22280	226	229	227	72.2	100	8.49e-119	342	455.3	0.751
Unknown_BF302-01R0001_01205	anr:Ana3638_19645	226	225	226	71.2	100	4.26e-118	340	447.2	0.76
Unknown_BF302-01R0001_01205	csh:Closa_3485	226	223	225	68.9	99.6	2.08e-113	328	444.1	0.739
Unknown_BF302-01R0001_01205	hsd:SD1D_0645	226	225	225	71.1	99.6	2.23e-113	328	447.2	0.733
Unknown_BF302-01R0001_01205	cpy:Cphy_2855	226	224	225	69.8	99.6	3.06e-113	328	441.8	0.742
Unknown_BF302-01R0001_01205	eel:EUBELI_01177	226	225	225	69.8	99.6	6.40e-113	327	450.3	0.726
Unknown_BF302-01R0001_01205	cbol:CGC65_11035	226	226	225	69.3	99.6	1.90e-112	326	447.2	0.729
Unknown_BF302-01R0001_01205	bpb:bpr_I1234	226	225	226	66.8	100	8.65e-111	322	446.0	0.722
Unknown_BF302-01R0001_01205	pxv:FXF36_12875	226	229	227	65.6	99.6	8.99e-107	311	453.8	0.685
Unknown_BF302-01R0001_01206	ere:EUBREC_1460	657	657	657	99.1	100	0.0	1318	1330.9	0.99
Unknown_BF302-01R0001_01208	ere:EUBREC_1457	422	422	422	99.8	100	0.0	872	874.0	0.998
Unknown_BF302-01R0001_01208	rho:RHOM_05420	422	425	419	82.1	99.3	2.43e-269	739	884.0	0.836
Unknown_BF302-01R0001_01208	rto:RTO_17560	422	423	416	78.4	98.6	1.34e-254	702	875.2	0.802
Unknown_BF302-01R0001_01210	ere:EUBREC_1454	196	196	196	98.5	100	1.74e-148	414	418.7	0.989
Unknown_BF302-01R0001_01211	ere:EUBREC_1453	637	635	637	96.7	100	0.0	1242	1289.2	0.963
Unknown_BF302-01R0001_01212	ere:EUBREC_1450	218	222	218	100	100	1.68e-151	424	438.7	0.966
Unknown_BF302-01R0001_01213	ere:EUBREC_1449	201	201	201	99.0	100	5.52e-134	378	401.7	0.941
Unknown_BF302-01R0001_01214	ere:EUBREC_1448	255	255	255	99.6	100	1.40e-181	503	507.3	0.992
Unknown_BF302-01R0001_01215	ere:EUBREC_1447	142	142	142	99.3	100	4.67e-95	275	280.0	0.982
Unknown_BF302-01R0001_01216	ere:EUBREC_1446	475	475	475	99.8	100	0.0	952	969.5	0.982
Unknown_BF302-01R0001_01216	pxv:FXF36_13940	475	474	471	79.6	99.2	1.40e-280	772	969.5	0.796
Unknown_BF302-01R0001_01216	bpb:bpr_I1830	475	474	475	79.4	100	8.10e-280	770	968.4	0.795
Unknown_BF302-01R0001_01217	ere:EUBREC_1445	177	177	177	99.4	100	8.45e-124	350	357.1	0.98
Unknown_BF302-01R0001_01218	ere:EUBREC_1443	327	327	327	100	100	1.78e-236	648	646.4	1
Unknown_BF302-01R0001_01218	rho:RHOM_14390	327	327	327	90.8	100	4.05e-217	599	648.3	0.924
Unknown_BF302-01R0001_01218	pxv:FXF36_06735	327	327	327	82.0	100	1.94e-192	536	644.0	0.832
Unknown_BF302-01R0001_01219	ere:EUBREC_1442	436	436	436	99.8	100	2.84e-317	862	873.2	0.987
Unknown_BF302-01R0001_01219	eel:EUBELI_20370	436	436	435	87.6	99.5	6.29e-276	757	866.3	0.874
Unknown_BF302-01R0001_01219	ral:Rumal_2591	436	432	427	85.2	97.9	1.06e-266	733	861.3	0.851
Unknown_BF302-01R0001_01219	bprs:CK3_15580	436	436	436	82.6	100	7.19e-259	714	867.8	0.823
Unknown_BF302-01R0001_01219	coo:CCU_13740	436	436	436	82.1	100	1.13e-255	706	862.4	0.819
Unknown_BF302-01R0001_01219	ehl:EHLA_1704	436	436	436	78.9	100	2.95e-251	694	864.0	0.803
Unknown_BF302-01R0001_01219	rto:RTO_31690	436	435	434	79.3	99.5	6.66e-250	691	868.2	0.796
Unknown_BF302-01R0001_01220	ere:EUBREC_1441	355	355	352	98.9	99.2	1.39e-254	696	713.0	0.976
Unknown_BF302-01R0001_01225	ere:EUBREC_1436	816	816	816	99.8	100	0.0	1583	1596.3	0.992
Unknown_BF302-01R0001_01227	ere:EUBREC_1434	440	440	440	98.6	100	1.47e-299	817	870.9	0.938
Unknown_BF302-01R0001_01228	ere:EUBREC_1433	185	185	185	100	100	7.74e-133	374	379.8	0.985
Unknown_BF302-01R0001_01228	rho:RHOM_05115	185	185	185	87.0	100	7.28e-113	323	373.2	0.865
Unknown_BF302-01R0001_01228	rto:RTO_15740	185	185	185	83.8	100	3.86e-108	311	370.2	0.84
Unknown_BF302-01R0001_01228	coo:CCU_07060	185	194	182	83.0	98.4	2.06e-105	305	402.1	0.759
Unknown_BF302-01R0001_01228	cbol:CGC65_12015	185	185	185	80.0	100	8.69e-105	303	373.2	0.812
Unknown_BF302-01R0001_01228	bprm:CL3_00840	185	185	185	77.8	100	7.14e-104	301	370.5	0.812
Unknown_BF302-01R0001_01229	ere:EUBREC_1432	147	147	147	100	100	1.81e-99	286	292.4	0.978
Unknown_BF302-01R0001_01229	rho:RHOM_05110	147	148	147	79.6	100	1.24e-79	236	298.5	0.791
Unknown_BF302-01R0001_01230	ere:EUBREC_1431	168	168	168	99.4	100	7.62e-118	335	340.5	0.984
Unknown_BF302-01R0001_01231	ere:EUBREC_1429	151	151	151	98.0	100	1.26e-101	292	301.6	0.968
Unknown_BF302-01R0001_01231	rho:RHOM_05095	151	150	149	87.2	98.7	5.51e-89	260	302.4	0.86
Unknown_BF302-01R0001_01231	anr:Ana3638_15785	151	154	149	78.5	98.7	2.16e-80	239	312.0	0.766
Unknown_BF302-01R0001_01231	cpy:Cphy_2725	151	153	149	79.2	98.7	8.50e-80	237	312.8	0.758
Unknown_BF302-01R0001_01231	hsd:SD1D_0829	151	150	150	77.3	99.3	1.09e-79	237	306.2	0.774
Unknown_BF302-01R0001_01233	ere:EUBREC_1427	366	366	366	100	100	4.35e-259	708	716.1	0.989
Unknown_BF302-01R0001_01233	rho:RHOM_05085	366	366	366	96.2	100	2.21e-252	691	714.9	0.967
Unknown_BF302-01R0001_01233	cct:CC1_23080	366	366	366	95.1	100	4.09e-248	681	716.5	0.95
Unknown_BF302-01R0001_01234	ert:EUR_10280	279	279	279	99.6	100	9.56e-201	553	557.0	0.993
Unknown_BF302-01R0001_01235	ere:EUBREC_1425	747	750	753	95.6	100	0.0	1282	1469.9	0.872
Unknown_BF302-01R0001_01236	ere:EUBREC_1424	885	875	881	94.9	99.5	0.0	1598	1773.8	0.901
Unknown_BF302-01R0001_01238	ere:EUBREC_1422	317	325	317	99.4	100	9.99e-224	615	636.0	0.967
Unknown_BF302-01R0001_01240	ere:EUBREC_1420	300	301	301	96.7	100	1.61e-196	545	594.7	0.916
Unknown_BF302-01R0001_01241	ere:EUBREC_1419	451	451	451	98.9	100	0.0	887	905.2	0.98
Unknown_BF302-01R0001_01242	ere:EUBREC_1418	477	486	477	99.8	100	0.0	897	954.9	0.939
Unknown_BF302-01R0001_01242	rto:RTO_23070	477	467	463	82.7	97.1	5.31e-270	745	913.7	0.815
Unknown_BF302-01R0001_01242	rob:CK5_16720	477	467	467	80.5	97.9	7.57e-263	727	909.8	0.799
Unknown_BF302-01R0001_01245	ere:EUBREC_1415	490	506	489	99.4	99.8	0.0	984	1043.1	0.943
Unknown_BF302-01R0001_01247	ere:EUBREC_1413	320	320	320	98.8	100	2.50e-228	627	634.0	0.989
Unknown_BF302-01R0001_01249	ere:EUBREC_1411	130	130	130	100	100	7.44e-93	268	269.2	0.996
Unknown_BF302-01R0001_01249	rob:CK5_05980	130	130	130	96.9	100	5.89e-90	261	269.2	0.97
Unknown_BF302-01R0001_01250	ere:EUBREC_1410	342	342	342	98.8	100	2.68e-250	684	692.2	0.988
Unknown_BF302-01R0001_01250	rim:ROI_38250	342	342	342	98.8	100	1.09e-249	682	692.6	0.985
Unknown_BF302-01R0001_01250	rum:CK1_22090	342	350	342	98.5	100	6.01e-249	681	707.2	0.963
Unknown_BF302-01R0001_01250	ccom:I6K69_15900	342	342	342	98.2	100	1.81e-248	679	692.2	0.981
Unknown_BF302-01R0001_01250	rob:CK5_05970	342	342	342	97.7	100	1.22e-246	675	691.0	0.977
Unknown_BF302-01R0001_01250	rto:RTO_29560	342	342	342	93.0	100	1.15e-235	647	691.8	0.935
Unknown_BF302-01R0001_01250	rum:CK1_23950	342	342	342	90.6	100	4.13e-229	630	690.6	0.912
Unknown_BF302-01R0001_01252	eel:EUBELI_01520	814	814	814	98.0	100	0.0	1533	1614.0	0.95
Unknown_BF302-01R0001_01252	rto:RTO_13400	814	814	814	95.0	100	0.0	1494	1610.1	0.928
Unknown_BF302-01R0001_01252	rob:CK5_10480	814	814	814	93.2	100	0.0	1467	1609.3	0.912
Unknown_BF302-01R0001_01253	rto:RTO_13390	224	224	224	99.1	100	1.19e-153	430	435.3	0.988
Unknown_BF302-01R0001_01253	rob:CK5_10490	224	224	224	97.8	100	3.99e-152	426	435.6	0.978
Unknown_BF302-01R0001_01253	eel:EUBELI_01521	224	230	224	98.2	100	7.03e-152	426	448.0	0.951
Unknown_BF302-01R0001_01254	eel:EUBELI_01522	421	421	420	96.4	99.8	2.57e-288	787	830.9	0.947
Unknown_BF302-01R0001_01254	rix:RO1_18770	421	421	421	96.9	100	2.99e-287	784	830.5	0.944
Unknown_BF302-01R0001_01255	rto:RTO_13370	229	229	229	98.7	100	1.15e-158	443	454.9	0.974
Unknown_BF302-01R0001_01255	ert:EUR_10480	229	229	229	98.3	100	4.67e-158	441	454.9	0.969
Unknown_BF302-01R0001_01255	rob:CK5_10510	229	229	229	98.3	100	1.34e-157	440	454.9	0.967
Unknown_BF302-01R0001_01255	eel:EUBELI_01523	229	229	229	97.8	100	5.45e-157	439	454.5	0.966
Unknown_BF302-01R0001_01257	alka:J0B03_05540	348	441	346	63.6	99.4	7.61e-159	457	894.8	0.511
Unknown_BF302-01R0001_01258	rho:RHOM_15300	128	128	128	96.1	100	7.20e-81	238	254.2	0.936
Unknown_BF302-01R0001_01258	ert:EUR_10670	128	128	127	86.6	99.2	3.54e-72	216	256.9	0.841
Unknown_BF302-01R0001_01259	ert:EUR_10680	601	598	597	89.3	99.3	0.0	1073	1214.5	0.883
Unknown_BF302-01R0001_01259	rho:RHOM_15305	601	598	597	86.1	99.3	0.0	1045	1210.3	0.863
Unknown_BF302-01R0001_01267	ert:EUR_10730	696	696	696	99.1	100	0.0	1361	1394.4	0.976
Unknown_BF302-01R0001_01270	rto:RTO_13250	294	294	294	99.3	100	8.88e-209	575	586.3	0.981
Unknown_BF302-01R0001_01270	ehl:EHLA_0454	294	294	294	99.0	100	1.47e-207	572	585.5	0.977
Unknown_BF302-01R0001_01275	ere:EUBREC_0009	183	183	183	99.5	100	1.76e-128	363	363.2	0.999
Unknown_BF302-01R0001_01275	rho:RHOM_00070	183	186	180	85.6	98.4	5.71e-112	321	371.3	0.865
Unknown_BF302-01R0001_01275	pxv:FXF36_04550	183	183	183	80.9	100	8.73e-104	300	368.2	0.815
Unknown_BF302-01R0001_01276	ere:EUBREC_0007	281	281	281	99.6	100	1.36e-201	556	561.6	0.99
Unknown_BF302-01R0001_01276	rto:RTO_00810	281	281	281	81.9	100	3.23e-168	471	560.8	0.84
Unknown_BF302-01R0001_01276	rho:RHOM_00065	281	281	281	80.8	100	2.07e-164	462	565.8	0.817
Unknown_BF302-01R0001_01277	ere:EUBREC_0006	852	852	852	98.6	100	0.0	1595	1664.4	0.958
Unknown_BF302-01R0001_01277	rho:RHOM_00030	852	876	830	79.8	97.3	0.0	1305	1713.0	0.762
Unknown_BF302-01R0001_01278	ere:EUBREC_0005	645	645	645	100	100	0.0	1282	1293.9	0.991
Unknown_BF302-01R0001_01278	rho:RHOM_00025	645	640	635	86.9	98.4	0.0	1105	1278.5	0.864
Unknown_BF302-01R0001_01278	pxv:FXF36_04535	645	642	645	80.2	100	0.0	1033	1281.5	0.806
Unknown_BF302-01R0001_01279	ere:EUBREC_0004	362	362	362	99.7	100	1.58e-259	709	713.4	0.994
Unknown_BF302-01R0001_01280	ere:EUBREC_0003	71	71	71	100	100	1.08e-42	137	139.4	0.983
Unknown_BF302-01R0001_01281	ere:EUBREC_0002	370	370	370	100	100	6.48e-263	718	723.8	0.992
Unknown_BF302-01R0001_01281	rho:RHOM_00010	370	370	368	88.3	99.5	2.88e-234	646	722.6	0.894
Unknown_BF302-01R0001_01282	ere:EUBREC_0001	453	453	453	99.6	100	0.0	897	906.7	0.989
Unknown_BF302-01R0001_01283	ere:EUBREC_3712	44	44	44	100	100	1.18e-21	82.4	89.4	0.922
Unknown_BF302-01R0001_01283	rho:RHOM_16930	44	44	44	93.2	100	8.06e-20	77.8	88.6	0.878
Unknown_BF302-01R0001_01283	cbol:CGC65_30620	44	44	44	93.2	100	4.68e-19	75.9	88.6	0.857
Unknown_BF302-01R0001_01283	pxv:FXF36_04510	44	44	44	86.4	100	3.86e-18	73.6	89.0	0.827
Unknown_BF302-01R0001_01283	rob:CK5_10990	44	44	44	86.4	100	1.57e-17	72.0	88.6	0.813
Unknown_BF302-01R0001_01283	eel:EUBELI_02070	44	44	44	84.1	100	2.24e-17	71.6	89.0	0.804
Unknown_BF302-01R0001_01283	bprm:CL3_18470	44	44	44	84.1	100	6.43e-17	70.5	88.2	0.799
Unknown_BF302-01R0001_01283	csh:Closa_4300	44	44	44	84.1	100	9.14e-17	70.1	89.4	0.784
Unknown_BF302-01R0001_01283	lua:D4A81_00300	44	44	44	81.8	100	1.85e-16	69.3	87.8	0.789
Unknown_BF302-01R0001_01283	ehl:EHLA_3336	44	44	44	81.8	100	2.62e-16	68.9	89.7	0.768
Unknown_BF302-01R0001_01283	rto:RTO_02480	44	44	44	81.8	100	2.62e-16	68.9	89.4	0.771
Unknown_BF302-01R0001_01283	alka:J0B03_06985	44	44	44	79.5	100	3.73e-16	68.6	89.0	0.771
Unknown_BF302-01R0001_01283	cpy:Cphy_3946	44	44	44	81.8	100	5.30e-16	68.2	89.4	0.763
Unknown_BF302-01R0001_01283	cct:CC1_04880	44	44	44	81.8	100	7.53e-16	67.8	88.6	0.765
Unknown_BF302-01R0001_01283	bprl:CL2_00880	44	44	44	77.3	100	2.16e-15	66.6	89.7	0.742
Unknown_BF302-01R0001_01283	anr:Ana3638_05440	44	44	44	79.5	100	2.16e-15	66.6	89.4	0.745
Unknown_BF302-01R0001_01284	ere:EUBREC_3711	115	115	115	100	100	1.47e-76	226	229.6	0.984
Unknown_BF302-01R0001_01285	ere:EUBREC_3709	438	442	438	97.0	100	1.66e-289	791	865.9	0.914
Unknown_BF302-01R0001_01286	ere:EUBREC_3708	208	208	208	100	100	7.82e-142	399	406.4	0.982
Unknown_BF302-01R0001_01287	ere:EUBREC_3707	458	458	458	98.5	100	1.03e-315	859	883.2	0.973
Unknown_BF302-01R0001_01288	ere:EUBREC_3706	646	646	646	99.5	100	0.0	1262	1285.4	0.982
Unknown_BF302-01R0001_01288	rho:RHOM_16895	646	637	627	81.5	96.7	0.0	1023	1273.1	0.804
Unknown_BF302-01R0001_01289	ere:EUBREC_3705	237	237	237	100	100	1.99e-172	478	477.6	1
Unknown_BF302-01R0001_01291	ere:EUBREC_3702	347	347	347	97.4	100	2.52e-237	652	679.1	0.96
Unknown_BF302-01R0001_01294	ere:EUBREC_3699	255	255	255	98.4	100	2.60e-177	492	500.0	0.984
Unknown_BF302-01R0001_01294	rho:RHOM_16870	255	252	252	83.3	98.8	5.40e-151	426	493.8	0.863
Unknown_BF302-01R0001_01294	pxv:FXF36_04465	255	256	256	76.6	100	7.04e-141	400	506.5	0.79
Unknown_BF302-01R0001_01295	ere:EUBREC_3698	296	296	296	98.3	100	8.97e-194	537	572.0	0.939
Unknown_BF302-01R0001_01307	ere:EUBREC_3477	367	410	361	99.4	98.4	3.66e-262	718	830.5	0.865
Unknown_BF302-01R0001_01307	fpr:FP2_09310	367	410	361	96.1	98.4	1.25e-253	696	828.2	0.84
Unknown_BF302-01R0001_01307	rho:RHOM_16795	367	398	361	96.1	98.4	3.78e-252	692	806.2	0.858
Unknown_BF302-01R0001_01310	ere:EUBREC_3471	227	227	227	99.1	100	8.67e-153	428	445.7	0.96
Unknown_BF302-01R0001_01315	ehl:EHLA_2557	354	355	356	89.9	100	2.84e-224	619	707.2	0.875
Unknown_BF302-01R0001_01316	bhu:bhn_I0916	294	270	261	57.1	87.1	1.99e-99	297	559.3	0.531
